id,area,feature,user_story,expected_behavior,paths,test_method,status,last_result,issues,fixed_in,retest_status,screenshot,source_basis
MOB-222,Site page,CTA/link: AI Office Map,"As a mobile visitor on /checkout/success, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/checkout/success -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/215-checkout__success.png,Rendered mobile DOM anchors
MOB-223,Site page,CTA/link: Free AI Office Blueprint,"As a mobile visitor on /checkout/success, I can tap “Free AI Office Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/checkout/success -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/215-checkout__success.png,Rendered mobile DOM anchors
MOB-224,Site page,Form/interactive flow: /checkout/success,"As a mobile visitor, I can see and use the form or interactive flow on /checkout/success without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/checkout/success,"Side-effect-safe render inspection. Found 0 form(s), 40 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/215-checkout__success.png,Rendered forms/buttons + source fetch calls searched separately
MOB-225,Machine-readable docs,Mobile page load: /contact.md,"As a mobile visitor, I can open /contact.md and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/contact.md,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=(none) h1=(none),,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/225-contact_md.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-226,Site page,Mobile page load: /demo/bayview/request-service,"As a mobile visitor, I can open /demo/bayview/request-service and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/demo/bayview/request-service,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=Stanley Systems | AI Office Map h1=Request HVAC service,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/226-demo__bayview__request-service.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-227,Site page,Form/interactive flow: /demo/bayview/request-service,"As a mobile visitor, I can see and use the form or interactive flow on /demo/bayview/request-service without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/demo/bayview/request-service,"Side-effect-safe render inspection. Found 1 form(s), 1 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[{""inputs"":[{""name"":"""",""type"":""input"",""required"":true,""placeholder"":""""},{""name"":"""",""type"":""input"",""required"":true,""placeholder"":""""},{""name"":"""",""type"":""input"",""required"":false,""placeholder"":""""},{""name"":"""",""type"":""input"",""required"":true,""placeholder"":""""},{""name"":"""",""type"":""select"",""required"":false,""placeholder"":""""},{""name"":"""",""type"":""select"",""required"":false,""placeholder"":""""},{""name"":"""",""type"":""input"",""required"":false,""placeholder"":""""},{""name"":"""",""type"":""textarea"",""required"":true,""placeholder"":""""},{""name"":"""",""type"":""checkbox"",""required"":false,""placeholder"":""""}],""submits"":[""Request service""]}]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/226-demo__bayview__request-service.png,Rendered forms/buttons + source fetch calls searched separately
MOB-228,Industry pages,Mobile page load: /field-service-automation,"As a mobile visitor, I can open /field-service-automation and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/field-service-automation,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,"200 title=Field Service Automation | Stanley Systems h1=Field Service Automation That Moves Jobs, Cash, and Follow-Up Forward",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-229,Industry pages,CTA/link: tel:+16179586372,"As a mobile visitor on /field-service-automation, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-230,Industry pages,CTA/link: Start Free,"As a mobile visitor on /field-service-automation, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-231,Industry pages,CTA/link: Map,"As a mobile visitor on /field-service-automation, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-232,Industry pages,CTA/link: Stanley Systems,"As a mobile visitor on /field-service-automation, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-233,Industry pages,CTA/link: Book the AI Office Map,"As a mobile visitor on /field-service-automation, I can tap “Book the AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-234,Industry pages,CTA/link: Calculate Your Admin Drag,"As a mobile visitor on /field-service-automation, I can tap “Calculate Your Admin Drag” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> /invoicing-delay-cash-flow-calculator,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/invoicing-delay-cash-flow-calculator,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-235,Industry pages,CTA/link: Who Stanley Systems helps,"As a mobile visitor on /field-service-automation, I can tap “Who Stanley Systems helps” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> /who-stanley-systems-helps,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/who-stanley-systems-helps,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-236,Industry pages,CTA/link: AI Office Installation Sprint,"As a mobile visitor on /field-service-automation, I can tap “AI Office Installation Sprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/field-service-automation -> /systems-installation-sprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/systems-installation-sprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered mobile DOM anchors
MOB-237,Industry pages,Form/interactive flow: /field-service-automation,"As a mobile visitor, I can see and use the form or interactive flow on /field-service-automation without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/field-service-automation,"Side-effect-safe render inspection. Found 0 form(s), 44 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/228-field-service-automation.png,Rendered forms/buttons + source fetch calls searched separately
MOB-238,Site page,Mobile page load: /how-the-assessment-works,"As a mobile visitor, I can open /how-the-assessment-works and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/how-the-assessment-works,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=Stanley Systems | AI Office Map h1=Find the Office Work AI Should Remove First.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-239,Site page,CTA/link: tel:+16179586372,"As a mobile visitor on /how-the-assessment-works, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-240,Site page,CTA/link: Start Free,"As a mobile visitor on /how-the-assessment-works, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-241,Site page,CTA/link: Map,"As a mobile visitor on /how-the-assessment-works, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-242,Site page,CTA/link: Stanley Systems,"As a mobile visitor on /how-the-assessment-works, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-243,Site page,CTA/link: Book the AI Office Map,"As a mobile visitor on /how-the-assessment-works, I can tap “Book the AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> https://buy.stripe.com/3cI7sKcHZder5I5cFkg7e09,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://buy.stripe.com/3cI7sKcHZder5I5cFkg7e09,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-244,Site page,CTA/link: Get the Free Blueprint,"As a mobile visitor on /how-the-assessment-works, I can tap “Get the Free Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-245,Site page,CTA/link: Buy the AI Office Map,"As a mobile visitor on /how-the-assessment-works, I can tap “Buy the AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> https://buy.stripe.com/3cI7sKcHZder5I5cFkg7e09,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://buy.stripe.com/3cI7sKcHZder5I5cFkg7e09,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-246,Site page,CTA/link: Privacy Policy,"As a mobile visitor on /how-the-assessment-works, I can tap “Privacy Policy” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/how-the-assessment-works -> /privacy-policy,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/privacy-policy,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered mobile DOM anchors
MOB-247,Site page,Form/interactive flow: /how-the-assessment-works,"As a mobile visitor, I can see and use the form or interactive flow on /how-the-assessment-works without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/how-the-assessment-works,"Side-effect-safe render inspection. Found 1 form(s), 44 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[{""inputs"":[{""name"":"""",""type"":""text"",""required"":true,""placeholder"":""Jane Smith""},{""name"":"""",""type"":""text"",""required"":true,""placeholder"":""Company name""},{""name"":"""",""type"":""email"",""required"":true,""placeholder"":""jane@company.com""},{""name"":"""",""type"":""tel"",""required"":false,""placeholder"":""+1 (555) 123-4567""},{""name"":"""",""type"":""text"",""required"":true,""placeholder"":""HVAC, plumbing, marine, electrical, landscaping, etc.""},{""name"":"""",""type"":""textarea"",""required"":true,""placeholder"":""Example: I want to know if this can help with billing prep, estimate follow-up, job notes, or admin handoffs.""},{""name"":"""",""type"":""checkbox"",""required"":false,""placeholder"":""""}],""submits"":[""Send info request""]}]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/238-how-the-assessment-works.png,Rendered forms/buttons + source fetch calls searched separately
MOB-248,Industry pages,Mobile page load: /industries/adjacent-service-businesses,"As a mobile visitor, I can open /industries/adjacent-service-businesses and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/industries/adjacent-service-businesses,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=Service Businesses AI Office Workflows | Stanley Systems h1=More jobs processed. Cleaner records. Faster follow-up. Same office team.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-249,Industry pages,CTA/link: tel:+16179586372,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-250,Industry pages,CTA/link: Start Free,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-251,Industry pages,CTA/link: Map,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-252,Industry pages,CTA/link: Stanley Systems,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-253,Industry pages,CTA/link: Calculate Your Admin Drag,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “Calculate Your Admin Drag” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> /invoicing-delay-cash-flow-calculator,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/invoicing-delay-cash-flow-calculator,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-254,Industry pages,CTA/link: Book the AI Office Map,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “Book the AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-255,Industry pages,CTA/link: AI Office Map,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-256,Industry pages,CTA/link: Free AI Office Blueprint,"As a mobile visitor on /industries/adjacent-service-businesses, I can tap “Free AI Office Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/adjacent-service-businesses -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered mobile DOM anchors
MOB-257,Industry pages,Form/interactive flow: /industries/adjacent-service-businesses,"As a mobile visitor, I can see and use the form or interactive flow on /industries/adjacent-service-businesses without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/industries/adjacent-service-businesses,"Side-effect-safe render inspection. Found 0 form(s), 40 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/248-industries__adjacent-service-businesses.png,Rendered forms/buttons + source fetch calls searched separately
MOB-258,Industry pages,Mobile page load: /industries/electrical,"As a mobile visitor, I can open /industries/electrical and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/industries/electrical,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=Electrical AI Office Workflows | Stanley Systems h1=More jobs processed. Cleaner records. Faster follow-up. Same office team.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-259,Industry pages,CTA/link: tel:+16179586372,"As a mobile visitor on /industries/electrical, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-260,Industry pages,CTA/link: Start Free,"As a mobile visitor on /industries/electrical, I can tap “Start Free” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-261,Industry pages,CTA/link: Map,"As a mobile visitor on /industries/electrical, I can tap “Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-262,Industry pages,CTA/link: Stanley Systems,"As a mobile visitor on /industries/electrical, I can tap “Stanley Systems” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> /,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-263,Industry pages,CTA/link: Calculate Your Admin Drag,"As a mobile visitor on /industries/electrical, I can tap “Calculate Your Admin Drag” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> /invoicing-delay-cash-flow-calculator,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/invoicing-delay-cash-flow-calculator,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-264,Industry pages,CTA/link: Book the AI Office Map,"As a mobile visitor on /industries/electrical, I can tap “Book the AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-265,Industry pages,CTA/link: AI Office Map,"As a mobile visitor on /industries/electrical, I can tap “AI Office Map” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> /ai-office-map,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-map,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-266,Industry pages,CTA/link: Free AI Office Blueprint,"As a mobile visitor on /industries/electrical, I can tap “Free AI Office Blueprint” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/electrical -> /ai-office-blueprint,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,200 https://stanley-systems.com/ai-office-blueprint,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered mobile DOM anchors
MOB-267,Industry pages,Form/interactive flow: /industries/electrical,"As a mobile visitor, I can see and use the form or interactive flow on /industries/electrical without layout blocking.",Fields/buttons are visible and large enough for mobile; validation should prevent incomplete submissions; production side-effect submissions require explicit approval before live POST testing.,/industries/electrical,"Side-effect-safe render inspection. Found 0 form(s), 40 interactive anchors/buttons. No live POST submission performed.",pass,"{""forms"":[]}",,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/258-industries__electrical.png,Rendered forms/buttons + source fetch calls searched separately
MOB-268,Industry pages,Mobile page load: /industries/general-contractors,"As a mobile visitor, I can open /industries/general-contractors and see usable content without broken rendering.","HTTP 2xx/3xx, no visible app error, no horizontal overflow, meaningful mobile content renders.",/industries/general-contractors,"Playwright mobile 393x759 route render, console/page-error capture, horizontal-overflow check, first-fold screenshot.",pass,200 title=General Contractors AI Office Workflows | Stanley Systems h1=More jobs processed. Cleaner records. Faster follow-up. Same office team.,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/268-industries__general-contractors.png,app/**/page.tsx + app/sitemap.ts + rendered DOM
MOB-269,Industry pages,CTA/link: tel:+16179586372,"As a mobile visitor on /industries/general-contractors, I can tap “tel:+16179586372” and go to the intended destination.",Visible tap target has a valid destination; internal HTTP target resolves successfully; tel/mail links remain device handoffs.,/industries/general-contractors -> tel:+16179586372,Rendered mobile DOM anchor discovery + safe HTTP target check; no production form submits.,pass,device handoff link present,,,pass,/home/jaden/.openclaw/workspace/Stanley-Systems-Landing-Page/qa/browser-screenshots/268-industries__general-contractors.png,Rendered mobile DOM anchors
